student_id,roll_number,first_name,last_name,full_name,gender,age,date_of_birth,email,phone,city,location_type,branch,year,semester,admission_date,status,income_level,annual_income,father_name,father_education,father_occupation,mother_name,mother_education,mother_occupation,siblings,family_size,single_parent,guardian_contact,permanent_address,current_semester_gpa,previous_semester_gpa,cumulative_gpa,gpa_trend,credits_registered_current,credits_completed_current,total_credits_registered,total_credits_completed,credit_completion_rate,first_year_gpa,first_year_credits_completed,first_year_attendance_percent,first_year_dropout_risk,registration_date,registration_delay_days,registration_status,courses_withdrawn_ever,courses_withdrawn_current,total_course_withdrawals,semester_number,courses_failed_ever,courses_repeated,academic_standing,probation_status,status_attendance_total_days,status_attendance_present_days,status_attendance_absent_days,attendance_percentage,attendance_first_half,attendance_second_half,attendance_trend,marks_percentage_mean,marks_percentage_std,marks_percentage_min,marks_percentage_max,marks_obtained_marks_sum,marks_subject_chemistry,marks_subject_computer_science,marks_subject_electronics,marks_subject_mathematics,marks_subject_mechanical_engineering,marks_subject_physics,marks_failing_count,assignment_submission_rate,assignment_late_count,assignment_grade_A,assignment_grade_B,assignment_grade_C,assignment_grade_D,behavior_negative_count,behavior_positive_count,behavior_total_count,library_visits,library_hours,fee_total_paid,fee_pending_count,fee_late_count,total_activities,extra_participates,extra_category_Academic,extra_category_Cultural,extra_category_Other,extra_category_Social,extra_category_Sports,extra_category_Technical,extra_leadership_roles,extra_hours_per_week,extra_total_events,attendance_status_extra_sessions_total,attendance_status_extra_sessions_present,extra_attendance_percentage,dropout_risk_score,dropout_risk
151,CS240151,Saanvi,Mohammad,Saanvi Mohammad,Female,23,2002-01-07,saanvi.mohammad532@student.college.edu,919059209991,Lucknow,Rural,CS,1,1,2025-08-01,Active,Low,111143,Mr. Aarav Mohammad,Primary,Government Employee,Mrs. Kavya Mohammad,Primary,Homemaker,1,6,0,918803748639,"451, Street, Lucknow",5.75,6.505,5.75,Declining,24,19,24,19,79.17,5.75,19,86.4,Medium,2025-07-29,2,On Time,0,0,0,1,0,0,Average,No,40,24,16,60.0,70.0,50.0,-20.0,79.52333333333334,16.261081671981636,38.94,100.0,475.42,81.35166666666667,77.335,75.87833333333333,81.77333333333333,84.02833333333334,76.77333333333333,1.0,75.0,0,0,3,2,1,1.0,1.0,2.0,13.0,10.0,15000,3,1.0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,17.0,72.0,43.0,59.72222222222222,60,Medium Risk
152,CS220152,Reyansh,Malhotra,Reyansh Malhotra,Male,17,2008-01-06,reyansh.malhotra713@student.college.edu,919493094319,Visakhapatnam,Semi-Urban,CS,3,2,2025-08-01,Active,Upper-Middle,731630,Mr. Sai Malhotra,Higher Secondary,Daily Wage Worker,Mrs. Ishita Malhotra,Post-Graduate,Farmer,0,6,0,918433335465,"310, Street, Visakhapatnam",6.24,7.67,7.1,Declining,24,20,144,122,84.72,7.33,38,93.36,Low,2025-07-28,1,On Time,0,0,0,6,0,0,Good,No,40,35,5,87.5,90.0,85.0,-5.0,40.657222222222224,15.338480761258337,2.62,69.32,245.44,27.998333333333335,46.02,46.453333333333326,42.425000000000004,48.87166666666667,32.175000000000004,16.0,87.5,1,2,3,1,1,1.0,1.0,2.0,18.0,16.0,100000,0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0,Low Risk
153,ME220153,Myra,Das,Myra Das,Female,20,2005-01-06,myra.das424@student.college.edu,919184416847,Bangalore,Urban,ME,4,1,2025-08-01,Active,High,2103060,Mr. Ansh Das,Secondary,Daily Wage Worker,Mrs. Simran Das,Primary,Self-Employed,1,3,1,918662660396,"419, Lane, Bangalore",4.42,5.69,5.18,Declining,22,18,154,127,82.47,5.57,36,71.15,Low,2025-07-27,0,On Time,1,0,1,7,1,1,Below Average,No,40,35,5,87.5,90.0,85.0,-5.0,60.45194444444444,13.897117032874009,34.72,89.75,349.94,64.94,65.29333333333334,54.050000000000004,54.656666666666666,56.96,66.81166666666667,2.0,75.0,1,0,5,0,1,1.0,0.0,1.0,16.0,11.0,100000,0,0.0,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,16.0,12.0,75.0,20,Low Risk
154,ME220154,Ayaan,Saxena,Ayaan Saxena,Male,23,2002-01-07,ayaan.saxena230@student.college.edu,919977640359,Chennai,Urban,ME,1,2,2025-08-01,Active,Lower-Middle,179486,Mr. Kian Saxena,Primary,Professional,Mrs. Kavya Saxena,Graduate,Homemaker,2,4,0,919764847952,"281, Lane, Chennai",5.98,7.02,6.6,Declining,18,15,36,30,83.33,5.98,15,70.16,Medium,2025-07-29,2,On Time,0,0,0,2,1,1,Average,No,40,25,15,62.5,65.0,60.0,-5.0,42.886944444444445,16.656465551927266,18.15,77.79,242.71,38.089999999999996,56.835,50.544999999999995,31.284999999999997,41.748333333333335,38.818333333333335,18.0,75.0,0,1,4,1,0,2.0,1.0,3.0,13.0,10.0,65000,1,2.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,56.0,27.0,48.214285714285715,40,Medium Risk
155,ME210155,Sara,Tiwari,Sara Tiwari,Female,19,2006-01-06,sara.tiwari800@student.college.edu,917445378934,Patna,Rural,ME,3,2,2025-08-01,Active,Low,81981,Mr. Pranav Tiwari,Higher Secondary,Self-Employed,Mrs. Sneha Tiwari,No Formal Education,Homemaker,1,5,1,917350267131,"351, Lane, Patna",8.04,7.96,7.99,Stable,24,21,144,130,90.28,7.54,36,65.93,Low,2025-07-29,2,On Time,0,0,0,6,0,0,Good,No,40,32,8,80.0,90.0,70.0,-20.0,79.86972222222222,15.988114779621428,45.41,100.0,481.4,91.95833333333333,80.265,76.81,76.41666666666667,76.13666666666667,77.63166666666667,0.0,62.5,1,3,2,0,0,1.0,1.0,2.0,5.0,6.0,50000,2,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Low Risk
156,EC230156,Pranav,Saxena,Pranav Saxena,Male,21,2004-01-07,pranav.saxena216@student.college.edu,917723983402,Mumbai,Urban,EC,3,1,2025-08-01,Active,Middle,541218,Mr. Ishaan Saxena,Secondary,Government Employee,Mrs. Ritika Saxena,Primary,Homemaker,2,6,0,917914894016,"31, Lane, Mumbai",6.96,5.47,6.07,Improving,24,20,120,102,85.0,5.82,44,92.58,Low,2025-07-29,2,On Time,1,0,1,5,2,1,Average,No,40,27,13,67.5,70.0,65.0,-5.0,42.68555555555556,13.477850919075541,10.54,74.73,252.93,40.21333333333333,32.910000000000004,44.83833333333333,47.346666666666664,47.0,43.805,14.0,50.0,3,0,3,0,1,1.0,1.0,2.0,8.0,14.0,100000,0,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,5.0,16.0,14.0,87.5,35,Medium Risk
157,ME230157,Sara,Saxena,Sara Saxena,Female,21,2004-01-07,sara.saxena261@student.college.edu,918969472630,Ghaziabad,Rural,ME,1,1,2025-08-01,Active,Low,141074,Mr. Vivaan Saxena,Higher Secondary,Professional,Mrs. Avni Saxena,Primary,Homemaker,1,5,0,917133064317,"143, Road, Ghaziabad",8.92,6.505,8.92,Stable,20,19,20,19,95.0,8.92,19,74.13,Low,2025-08-03,7,Late,0,0,0,1,0,0,Excellent,No,40,28,12,70.0,75.0,65.0,-10.0,75.36527777777778,15.779118296227745,46.89,100.0,455.03000000000003,83.59166666666667,85.15166666666666,65.73666666666666,68.73666666666666,73.41333333333334,75.56166666666667,0.0,62.5,1,1,2,1,1,0.0,3.0,3.0,13.0,10.0,70000,2,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Medium Risk
158,CE240158,Vivaan,Singh,Vivaan Singh,Male,19,2006-01-06,vivaan.singh176@student.college.edu,918351006857,Delhi,Semi-Urban,CE,3,2,2025-08-01,Active,Middle,390346,Mr. Arnav Singh,Graduate,Small Business,Mrs. Navya Singh,Secondary,Government Employee,0,7,0,919130331385,"408, Street, Delhi",5.33,5.92,5.68,Declining,22,18,132,111,84.09,5.35,42,93.14,Low,2025-08-01,5,Late,1,0,1,6,0,0,Average,No,40,28,12,70.0,75.0,65.0,-10.0,53.46944444444445,14.073021392405796,29.9,82.99,317.4,46.666666666666664,57.821666666666665,39.449999999999996,59.26833333333334,63.839999999999996,53.77,8.0,75.0,3,0,5,1,0,0.0,2.0,2.0,13.0,10.0,85000,1,2.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.5,20.0,40.0,37.0,92.5,40,Medium Risk
159,ME230159,Rohan,Malhotra,Rohan Malhotra,Male,21,2004-01-07,rohan.malhotra935@student.college.edu,918001073685,Lucknow,Rural,ME,1,2,2025-08-01,Active,Low,130225,Mr. Sai Malhotra,Primary,Farmer,Mrs. Anika Malhotra,Secondary,Small Business,1,7,0,917942900658,"437, Street, Lucknow",8.6,7.48,7.93,Improving,18,16,36,33,91.67,8.6,16,64.3,Low,2025-07-27,0,On Time,0,0,0,2,1,0,Good,No,40,31,9,77.5,85.0,70.0,-15.0,54.801944444444445,14.977098864493934,24.41,94.47,327.71999999999997,51.821666666666665,54.51,52.504999999999995,60.61666666666667,54.846666666666664,54.51166666666666,6.0,87.5,1,1,4,2,0,0.0,1.0,1.0,12.0,7.0,30000,2,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,14.0,16.0,15.0,93.75,25,Low Risk
160,CS220160,Ayaan,Bhatia,Ayaan Bhatia,Male,20,2005-01-06,ayaan.bhatia191@student.college.edu,917079745099,Kolkata,Semi-Urban,CS,4,1,2025-08-01,Active,Lower-Middle,244446,Mr. Vedant Bhatia,Graduate,Daily Wage Worker,Mrs. Ritika Bhatia,Higher Secondary,Homemaker,3,6,0,919684100234,"55, Lane, Kolkata",6.92,5.5,6.07,Improving,20,16,140,115,82.14,6.2,38,91.71,Low,2025-07-28,1,On Time,1,0,1,7,1,0,Average,No,40,25,15,62.5,65.0,60.0,-5.0,42.80388888888889,12.860402188284958,24.95,80.08,250.18,38.92166666666667,48.86833333333333,39.95666666666667,51.11833333333333,33.335,44.623333333333335,18.0,87.5,1,1,2,4,0,1.0,1.0,2.0,13.0,10.0,85000,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,Medium Risk
161,CS220161,Pooja,Khan,Pooja Khan,Female,23,2002-01-07,pooja.khan809@student.college.edu,917851760440,Patna,Semi-Urban,CS,2,2,2025-08-01,Active,Low,148406,Mr. Amit Khan,Post-Graduate,Small Business,Mrs. Swati Khan,Post-Graduate,Homemaker,0,4,0,917386632238,"160, Street, Patna",5.07,5.26,5.18,Stable,20,14,80,56,70.0,4.26,42,81.48,Low,2025-07-29,2,On Time,1,1,2,4,0,0,Below Average,No,40,23,17,57.49999999999999,70.0,45.0,-25.0,62.91027777777778,15.140118981625534,34.74,92.4,386.15,62.82333333333333,52.498333333333335,74.75333333333333,59.48166666666666,56.501666666666665,71.40333333333334,2.0,87.5,0,1,5,1,0,1.0,1.0,2.0,16.0,12.0,85000,1,2.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5,6.0,16.0,12.0,75.0,65,High Risk
162,EE230162,Amit,Mohammad,Amit Mohammad,Male,22,2003-01-07,amit.mohammad606@student.college.edu,918199512060,Jaipur,Semi-Urban,EE,1,1,2025-08-01,Active,Middle,418151,Mr. Aarav Mohammad,Graduate,Government Employee,Mrs. Tanvi Mohammad,Graduate,Salaried Employee,0,6,0,919333704765,"258, Road, Jaipur",7.34,6.505,7.34,Declining,24,21,24,21,87.5,7.34,21,60.04,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Good,No,40,18,22,45.0,45.0,45.0,0.0,80.71083333333334,16.162374184683216,46.12,100.0,477.64,76.33666666666666,92.805,88.16166666666668,81.14333333333333,72.57666666666667,73.24166666666666,0.0,87.5,3,0,3,2,2,1.0,1.0,2.0,20.0,21.0,100000,0,2.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,40.0,26.0,65.0,25,Low Risk
163,EC240163,Arjun,Tiwari,Arjun Tiwari,Male,22,2003-01-07,arjun.tiwari548@student.college.edu,918818986385,Nagpur,Urban,EC,2,1,2025-08-01,Active,Lower-Middle,291450,Mr. Manish Tiwari,Primary,Farmer,Mrs. Prisha Tiwari,Secondary,Small Business,3,7,0,917507418341,"275, Road, Nagpur",5.13,5.4,5.29,Stable,20,15,60,47,78.33,5.74,40,78.61,Low,2025-07-27,0,On Time,1,0,1,3,0,0,Below Average,No,40,31,9,77.5,85.0,70.0,-15.0,74.4,16.079257090159004,36.06,100.0,437.15,83.30666666666666,75.19833333333334,81.63833333333334,60.30500000000001,72.77,73.18166666666667,1.0,87.5,2,2,3,1,1,1.0,1.0,2.0,13.0,10.0,100000,0,1.0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,24.0,23.0,95.83333333333334,35,Medium Risk
164,EC210164,Vedant,Reddy,Vedant Reddy,Male,19,2006-01-06,vedant.reddy724@student.college.edu,918391355129,Patna,Rural,EC,2,1,2025-08-01,Active,Low,55275,Mr. Ritvik Reddy,Secondary,Self-Employed,Mrs. Nisha Reddy,Secondary,Homemaker,0,5,0,918196522410,"316, Street, Patna",4.02,4.73,4.45,Declining,18,11,54,34,62.96,4.31,42,81.38,Low,2025-07-27,0,On Time,0,0,0,3,2,2,Below Average,Yes,40,31,9,77.5,70.0,85.0,15.0,81.36333333333333,15.625599508498867,48.64,100.0,473.8,82.48666666666666,79.57666666666667,79.79833333333333,81.21666666666667,89.935,75.16666666666667,0.0,87.5,3,2,2,3,0,1.0,1.0,2.0,13.0,10.0,65000,1,2.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,56.0,27.0,48.214285714285715,35,Medium Risk
165,ME220165,Siya,Reddy,Siya Reddy,Female,22,2003-01-07,siya.reddy518@student.college.edu,919754126512,Kanpur,Rural,ME,1,1,2025-08-01,Active,Lower-Middle,244619,Mr. Shaurya Reddy,Higher Secondary,Self-Employed,Mrs. Siya Reddy,Primary,Daily Wage Worker,1,4,0,919613040641,"145, Street, Kanpur",6.61,6.505,6.61,Improving,18,14,18,14,77.78,6.61,14,91.23,Medium,2025-07-28,1,On Time,0,0,0,1,1,1,Average,No,40,30,10,75.0,75.0,75.0,0.0,79.2713888888889,16.91720631323164,44.12,100.0,476.99,76.3,87.46,83.83166666666666,71.69833333333334,76.75666666666667,79.58166666666666,0.0,87.5,4,4,3,0,0,1.0,1.0,2.0,14.0,15.0,100000,0,2.0,2,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,7.0,48.0,32.0,66.66666666666666,20,Low Risk
166,EE220166,Zara,Banerjee,Zara Banerjee,Female,23,2002-01-07,zara.banerjee791@student.college.edu,919048456005,Ahmedabad,Rural,EE,2,1,2025-08-01,Active,Low,81918,Mr. Shivansh Banerjee,Graduate,Small Business,Mrs. Aadhya Banerjee,Secondary,Homemaker,1,6,0,918604373231,"147, Street, Ahmedabad",5.42,6.4,6.01,Declining,22,18,66,56,84.85,6.48,38,66.14,Low,2025-07-27,0,On Time,1,0,1,3,0,0,Average,No,40,34,6,85.0,90.0,80.0,-10.0,52.12138888888889,15.857319383044317,23.14,81.6,306.27,60.26500000000001,49.416666666666664,48.84,56.461666666666666,45.126666666666665,52.61833333333333,8.0,62.5,1,0,2,2,1,1.0,1.0,2.0,15.0,3.0,65000,1,1.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,72.0,42.0,58.333333333333336,25,Low Risk
167,EC210167,Anvi,Kumar,Anvi Kumar,Female,20,2005-01-06,anvi.kumar930@student.college.edu,917572590948,Indore,Semi-Urban,EC,3,2,2025-08-01,Active,Middle,498952,Mr. Ishaan Kumar,Primary,Self-Employed,Mrs. Sara Kumar,Higher Secondary,Homemaker,2,7,0,918812823107,"14, Street, Indore",6.21,5.46,5.76,Improving,18,11,108,68,62.96,5.39,42,82.22,Low,2025-07-30,3,Late,2,0,2,6,2,0,Average,No,40,35,5,87.5,90.0,85.0,-5.0,78.10388888888889,17.214090785960835,41.69,100.0,462.78999999999996,79.335,83.66,71.57166666666667,78.935,74.98,80.14166666666667,0.0,87.5,3,3,3,0,1,1.0,1.0,2.0,13.0,10.0,85000,1,0.0,4,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,18.0,32.0,22.0,68.75,25,Low Risk
168,EE230168,Aarohi,Verma,Aarohi Verma,Female,22,2003-01-07,aarohi.verma606@student.college.edu,918188942913,Ludhiana,Urban,EE,1,2,2025-08-01,Active,Middle,547111,Mr. Kabir Verma,Primary,Self-Employed,Mrs. Kiara Verma,Secondary,Government Employee,0,3,0,919854780484,"325, Street, Ludhiana",6.81,8.02,7.54,Declining,20,16,40,33,82.5,6.81,16,65.97,Medium,2025-07-29,2,On Time,1,0,1,2,1,0,Good,No,40,29,11,72.5,70.0,75.0,5.0,72.28555555555556,17.579907596773968,39.92,100.0,428.29,83.39333333333333,61.06666666666666,66.13,81.57666666666667,72.85166666666667,68.69500000000001,1.0,87.5,1,3,2,2,0,1.0,0.0,1.0,18.0,13.0,50000,2,2.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Low Risk
169,EE230169,Zara,Ahmed,Zara Ahmed,Female,20,2005-01-06,zara.ahmed873@student.college.edu,919697567575,Hyderabad,Semi-Urban,EE,4,1,2025-08-01,Active,Middle,531447,Mr. Pranav Ahmed,Secondary,Small Business,Mrs. Pari Ahmed,Secondary,Self-Employed,1,7,0,918109223432,"319, Lane, Hyderabad",6.22,6.48,6.38,Stable,18,14,126,103,81.75,5.74,38,74.24,Low,2025-08-03,7,Late,1,0,1,7,1,1,Average,No,40,34,6,85.0,85.0,85.0,0.0,53.1375,12.430243848889575,29.32,79.0,316.69,57.821666666666665,59.88999999999999,48.65,52.254999999999995,53.718333333333334,46.49,5.0,87.5,1,2,1,3,1,1.0,1.0,2.0,13.0,10.0,65000,1,0.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,15.0,32.0,27.0,84.375,15,Low Risk
170,CS210170,Kabir,Hussain,Kabir Hussain,Male,20,2005-01-06,kabir.hussain44@student.college.edu,917763864633,Coimbatore,Rural,CS,2,2,2025-08-01,Active,Lower-Middle,241006,Mr. Arjun Hussain,No Formal Education,Daily Wage Worker,Mrs. Zara Hussain,Higher Secondary,Homemaker,2,6,0,919283113745,"194, Street, Coimbatore",5.15,5.08,5.11,Stable,18,13,72,54,75.0,4.19,44,89.85,Low,2025-07-28,1,On Time,1,0,1,4,0,0,Below Average,No,40,29,11,72.5,65.0,80.0,15.0,58.736666666666665,14.657073572657188,29.41,84.02,345.32,53.77,57.73166666666666,54.169999999999995,52.845,60.245,73.65833333333333,6.0,62.5,0,1,3,1,0,0.0,2.0,2.0,16.0,15.0,100000,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,Medium Risk
171,CS210171,Kian,Banerjee,Kian Banerjee,Male,23,2002-01-07,kian.banerjee135@student.college.edu,918812918578,Bangalore,Urban,CS,3,2,2025-08-01,Active,Middle,462737,Mr. Vivaan Banerjee,Secondary,Self-Employed,Mrs. Navya Banerjee,No Formal Education,Retired,2,4,1,918888272152,"300, Street, Bangalore",5.69,6.42,6.13,Declining,20,18,120,111,92.5,5.4,38,92.26,Low,2025-07-27,0,On Time,1,0,1,6,1,1,Average,No,40,31,9,77.5,90.0,65.0,-25.0,52.06805555555556,12.495085849918173,31.69,83.75,309.44,56.955000000000005,50.35166666666667,46.48500000000001,55.06,46.40833333333333,57.14833333333333,5.0,100.0,2,2,2,4,0,1.0,1.0,2.0,13.0,10.0,100000,0,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,Low Risk
172,CE210172,Aadhya,Bhatia,Aadhya Bhatia,Female,19,2006-01-06,aadhya.bhatia423@student.college.edu,918510032898,Coimbatore,Semi-Urban,CE,3,1,2025-08-01,Active,Lower-Middle,221173,Mr. Rahul Bhatia,Graduate,Government Employee,Mrs. Nisha Bhatia,Graduate,Farmer,0,7,0,919905861949,"246, Lane, Coimbatore",6.28,5.48,5.8,Improving,22,16,110,82,74.55,5.28,36,69.73,Low,2025-07-27,0,On Time,1,0,1,5,0,0,Average,No,40,28,12,70.0,75.0,65.0,-10.0,40.162777777777784,14.90809973731655,8.98,67.79,240.89,50.086666666666666,35.913333333333334,45.699999999999996,33.51333333333333,38.403333333333336,37.36,18.0,87.5,1,2,3,2,0,1.0,1.0,2.0,13.0,10.0,65000,1,0.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,Medium Risk
173,CE210173,Shruti,Mohammad,Shruti Mohammad,Female,21,2004-01-07,shruti.mohammad925@student.college.edu,919823179562,Coimbatore,Rural,CE,4,1,2025-08-01,Active,Low,84793,Mr. Amit Mohammad,Primary,Farmer,Mrs. Sakshi Mohammad,Secondary,Retired,1,3,0,917504040399,"270, Road, Coimbatore",7.59,7.36,7.45,Stable,22,19,154,135,87.66,6.85,36,83.52,Low,2025-07-29,2,On Time,0,0,0,7,0,0,Good,No,40,32,8,80.0,80.0,80.0,0.0,73.655,14.235898185322103,47.89,100.0,433.98,74.14999999999999,69.79,86.175,66.44333333333333,81.98333333333333,63.38833333333334,0.0,75.0,0,3,2,1,0,2.0,1.0,3.0,10.0,9.0,65000,1,2.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,8.0,50.0,15,Low Risk
174,CE210174,Krishna,Pillai,Krishna Pillai,Male,18,2007-01-06,krishna.pillai896@student.college.edu,917061201015,Kanpur,Semi-Urban,CE,2,2,2025-08-01,Active,Middle,565578,Mr. Ishaan Pillai,Higher Secondary,Self-Employed,Mrs. Prisha Pillai,Secondary,Salaried Employee,3,3,0,919824758795,"425, Road, Kanpur",8.45,7.15,7.67,Improving,24,19,96,79,82.29,8.05,40,82.45,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No,40,27,13,67.5,55.00000000000001,80.0,24.999999999999993,63.96194444444445,15.514560501015895,29.78,100.0,382.25,73.46333333333334,65.60833333333333,64.74166666666666,53.84666666666667,63.23166666666666,62.879999999999995,2.0,87.5,1,2,3,1,1,1.0,1.0,2.0,13.0,10.0,85000,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Low Risk
175,ME240175,Siddharth,Reddy,Siddharth Reddy,Male,20,2005-01-06,siddharth.reddy341@student.college.edu,917386532959,Kolkata,Urban,ME,3,2,2025-08-01,Active,High,1629716,Mr. Vihaan Reddy,Primary,Farmer,Mrs. Anjali Reddy,Graduate,Farmer,1,5,0,919507776596,"12, Road, Kolkata",6.47,6.66,6.58,Stable,22,20,132,123,93.18,6.08,40,72.72,Low,2025-07-28,1,On Time,0,0,0,6,1,1,Average,No,40,36,4,90.0,95.0,85.0,-10.0,68.17583333333333,16.34421913967487,32.21,99.74,399.92,54.56166666666667,73.75,71.35833333333333,70.85666666666667,65.935,72.59333333333333,1.0,62.5,2,2,2,1,0,1.0,1.0,2.0,13.0,10.0,100000,0,0.0,3,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,11.5,23.0,72.0,62.0,86.11111111111111,10,Low Risk
176,CS220176,Ritika,Mishra,Ritika Mishra,Female,21,2004-01-07,ritika.mishra654@student.college.edu,918756858037,Indore,Rural,CS,2,2,2025-08-01,Active,Low,139597,Mr. Vihaan Mishra,Primary,Retired,Mrs. Pari Mishra,Secondary,Daily Wage Worker,2,7,0,919926884550,"395, Street, Indore",5.47,6.24,5.93,Declining,20,14,80,59,73.75,5.56,42,65.01,Low,2025-07-29,2,On Time,1,0,1,4,0,0,Average,No,40,33,7,82.5,95.0,70.0,-25.0,37.18416666666667,11.675287546168372,9.58,66.27,228.28,37.693333333333335,39.115,37.02,30.596666666666668,40.303333333333335,38.376666666666665,20.0,62.5,2,1,3,1,0,1.0,1.0,2.0,18.0,21.0,65000,1,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,16.0,12.0,75.0,40,Medium Risk
177,ME220177,Prakash,Kapoor,Prakash Kapoor,Male,17,2008-01-06,prakash.kapoor150@student.college.edu,918545625420,Nagpur,Semi-Urban,ME,2,1,2025-08-01,Active,Upper-Middle,881276,Mr. Daksh Kapoor,Secondary,Professional,Mrs. Navya Kapoor,Primary,Salaried Employee,1,7,0,917197501844,"394, Street, Nagpur",7.73,7.85,7.8,Stable,22,17,66,53,80.3,8.24,36,67.68,Low,2025-08-03,7,Late,0,0,0,3,0,0,Good,No,40,34,6,85.0,90.0,80.0,-10.0,42.69361111111111,14.777421223470386,13.92,72.94,249.13,45.36166666666666,46.415,35.99333333333333,44.18666666666667,41.001666666666665,43.20333333333334,16.0,75.0,1,1,4,1,0,0.0,2.0,2.0,20.0,19.0,100000,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,Low Risk
178,EE210178,Siya,Bose,Siya Bose,Female,17,2008-01-06,siya.bose82@student.college.edu,917112537922,Kolkata,Urban,EE,2,1,2025-08-01,Active,Lower-Middle,184715,Mr. Aditya Bose,Secondary,Daily Wage Worker,Mrs. Saanvi Bose,Graduate,Professional,3,3,0,917016653887,"192, Lane, Kolkata",6.44,5.79,6.05,Improving,20,18,60,56,93.33,5.38,36,90.5,Low,2025-07-27,0,On Time,0,0,0,3,1,0,Average,No,40,26,14,65.0,65.0,65.0,0.0,53.9875,17.16312764953654,20.19,89.59,320.98,54.86000000000001,59.45666666666667,48.30666666666667,57.00666666666667,45.33666666666667,58.958333333333336,8.0,75.0,3,2,4,0,0,1.0,1.0,2.0,13.0,10.0,65000,1,1.0,3,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,17.0,56.0,36.0,64.28571428571429,30,Low Risk
179,CS240179,Vihaan,Mukherjee,Vihaan Mukherjee,Male,18,2007-01-06,vihaan.mukherjee399@student.college.edu,918728064715,Pune,Rural,CS,3,1,2025-08-01,Active,Low,136822,Mr. Siddharth Mukherjee,Graduate,Small Business,Mrs. Ananya Mukherjee,Primary,Homemaker,1,6,0,919931746316,"36, Road, Pune",5.2,5.9,5.62,Declining,22,18,110,91,82.73,5.65,42,92.05,Low,2025-07-29,2,On Time,0,0,0,5,0,0,Average,No,40,28,12,70.0,55.00000000000001,85.0,29.999999999999993,69.97833333333332,13.530020694736576,45.3,100.0,426.36,76.97,73.01,69.045,67.73333333333333,69.31666666666666,63.794999999999995,0.0,62.5,2,4,0,1,0,1.0,1.0,2.0,13.0,10.0,50000,2,0.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,16.0,15.0,93.75,35,Medium Risk
