student_id,income_level,annual_income,father_name,father_education,father_occupation,mother_name,mother_education,mother_occupation,siblings,family_size,single_parent,guardian_contact,permanent_address
161,Low,148406,Mr. Amit Khan,Post-Graduate,Small Business,Mrs. Swati Khan,Post-Graduate,Homemaker,0,4,0,+917386632238,"160, Street, Patna"
162,Middle,418151,Mr. Aarav Mohammad,Graduate,Government Employee,Mrs. Tanvi Mohammad,Graduate,Salaried Employee,0,6,0,+919333704765,"258, Road, Jaipur"
163,Lower-Middle,291450,Mr. Manish Tiwari,Primary,Farmer,Mrs. Prisha Tiwari,Secondary,Small Business,3,7,0,+917507418341,"275, Road, Nagpur"
164,Low,55275,Mr. Ritvik Reddy,Secondary,Self-Employed,Mrs. Nisha Reddy,Secondary,Homemaker,0,5,0,+918196522410,"316, Street, Patna"
165,Lower-Middle,244619,Mr. Shaurya Reddy,Higher Secondary,Self-Employed,Mrs. Siya Reddy,Primary,Daily Wage Worker,1,4,0,+919613040641,"145, Street, Kanpur"
166,Low,81918,Mr. Shivansh Banerjee,Graduate,Small Business,Mrs. Aadhya Banerjee,Secondary,Homemaker,1,6,0,+918604373231,"147, Street, Ahmedabad"
167,Middle,498952,Mr. Ishaan Kumar,Primary,Self-Employed,Mrs. Sara Kumar,Higher Secondary,Homemaker,2,7,0,+918812823107,"14, Street, Indore"
168,Middle,547111,Mr. Kabir Verma,Primary,Self-Employed,Mrs. Kiara Verma,Secondary,Government Employee,0,3,0,+919854780484,"325, Street, Ludhiana"
169,Middle,531447,Mr. Pranav Ahmed,Secondary,Small Business,Mrs. Pari Ahmed,Secondary,Self-Employed,1,7,0,+918109223432,"319, Lane, Hyderabad"
170,Lower-Middle,241006,Mr. Arjun Hussain,No Formal Education,Daily Wage Worker,Mrs. Zara Hussain,Higher Secondary,Homemaker,2,6,0,+919283113745,"194, Street, Coimbatore"
171,Middle,462737,Mr. Vivaan Banerjee,Secondary,Self-Employed,Mrs. Navya Banerjee,No Formal Education,Retired,2,4,1,+918888272152,"300, Street, Bangalore"
172,Lower-Middle,221173,Mr. Rahul Bhatia,Graduate,Government Employee,Mrs. Nisha Bhatia,Graduate,Farmer,0,7,0,+919905861949,"246, Lane, Coimbatore"
173,Low,84793,Mr. Amit Mohammad,Primary,Farmer,Mrs. Sakshi Mohammad,Secondary,Retired,1,3,0,+917504040399,"270, Road, Coimbatore"
174,Middle,565578,Mr. Ishaan Pillai,Higher Secondary,Self-Employed,Mrs. Prisha Pillai,Secondary,Salaried Employee,3,3,0,+919824758795,"425, Road, Kanpur"
175,High,1629716,Mr. Vihaan Reddy,Primary,Farmer,Mrs. Anjali Reddy,Graduate,Farmer,1,5,0,+919507776596,"12, Road, Kolkata"
176,Low,139597,Mr. Vihaan Mishra,Primary,Retired,Mrs. Pari Mishra,Secondary,Daily Wage Worker,2,7,0,+919926884550,"395, Street, Indore"
177,Upper-Middle,881276,Mr. Daksh Kapoor,Secondary,Professional,Mrs. Navya Kapoor,Primary,Salaried Employee,1,7,0,+917197501844,"394, Street, Nagpur"
178,Lower-Middle,184715,Mr. Aditya Bose,Secondary,Daily Wage Worker,Mrs. Saanvi Bose,Graduate,Professional,3,3,0,+917016653887,"192, Lane, Kolkata"
179,Low,136822,Mr. Siddharth Mukherjee,Graduate,Small Business,Mrs. Ananya Mukherjee,Primary,Homemaker,1,6,0,+919931746316,"36, Road, Pune"
180,Middle,564670,Mr. Reyansh Jain,Secondary,Professional,Mrs. Simran Jain,Secondary,Homemaker,0,3,0,+919458347172,"172, Road, Ludhiana"
181,Lower-Middle,287156,Mr. Manish Mehta,No Formal Education,Small Business,Mrs. Anjali Mehta,Primary,Homemaker,2,3,0,+919673651115,"35, Street, Pune"
182,Low,70226,Mr. Harshit Ali,Secondary,Retired,Mrs. Meera Ali,Primary,Government Employee,3,7,0,+919369176798,"434, Street, Nagpur"
183,Middle,452871,Mr. Vihaan Mukherjee,Higher Secondary,Farmer,Mrs. Aditi Mukherjee,No Formal Education,Salaried Employee,2,6,1,+919399571246,"331, Lane, Indore"
184,Middle,339955,Mr. Ishaan D'Souza,Graduate,Professional,Mrs. Diya D'Souza,Graduate,Homemaker,1,3,0,+919144511946,"24, Road, Pune"
185,Low,84645,Mr. Daksh Sinha,No Formal Education,Retired,Mrs. Ananya Sinha,Graduate,Daily Wage Worker,1,3,0,+918924421175,"32, Street, Hyderabad"
186,Lower-Middle,210178,Mr. Yash Tiwari,Primary,Daily Wage Worker,Mrs. Aditi Tiwari,Higher Secondary,Small Business,0,7,0,+917055907400,"325, Street, Jaipur"
187,Lower-Middle,202866,Mr. Aadhya Bhatia,Post-Graduate,Retired,Mrs. Aarohi Bhatia,No Formal Education,Daily Wage Worker,2,7,0,+918102393253,"6, Lane, Bangalore"
188,Middle,531847,Mr. Ansh Saxena,Post-Graduate,Retired,Mrs. Anvi Saxena,Secondary,Salaried Employee,0,4,0,+919900348901,"33, Street, Indore"
189,Middle,593889,Mr. Aditya Kaur,No Formal Education,Small Business,Mrs. Priya Kaur,Secondary,Homemaker,1,4,0,+917937687329,"374, Lane, Ghaziabad"
190,Low,86295,Mr. Rudra Banerjee,Secondary,Daily Wage Worker,Mrs. Navya Banerjee,Secondary,Homemaker,0,6,0,+918630961937,"404, Street, Ludhiana"
191,Low,53917,Mr. Raj Malhotra,No Formal Education,Professional,Mrs. Aadhya Malhotra,Primary,Salaried Employee,1,6,1,+917066534902,"257, Road, Nagpur"
192,Lower-Middle,236566,Mr. Sai Chatterjee,Secondary,Government Employee,Mrs. Aditi Chatterjee,Primary,Homemaker,1,7,0,+919496512227,"54, Road, Jaipur"
193,Lower-Middle,207904,Mr. Aryan Pillai,Primary,Salaried Employee,Mrs. Tanvi Pillai,Primary,Homemaker,1,4,0,+918899644578,"380, Lane, Delhi"
194,Low,140943,Mr. Harshit Reddy,Graduate,Self-Employed,Mrs. Meera Reddy,Secondary,Homemaker,1,7,0,+918325094011,"359, Lane, Visakhapatnam"
195,High,1695302,Mr. Prakash Verma,Primary,Retired,Mrs. Tara Verma,Higher Secondary,Homemaker,1,4,0,+917525644036,"221, Street, Indore"
196,Lower-Middle,280777,Mr. Reyansh Bose,Graduate,Daily Wage Worker,Mrs. Kiara Bose,No Formal Education,Homemaker,1,6,0,+918658070610,"418, Street, Lucknow"
197,Low,112148,Mr. Arnav Pandey,Graduate,Farmer,Mrs. Anika Pandey,Secondary,Self-Employed,2,3,0,+917487685417,"7, Street, Ghaziabad"
198,Lower-Middle,176796,Mr. Ritvik Kumar,Graduate,Farmer,Mrs. Ishita Kumar,Secondary,Homemaker,2,7,0,+917442440204,"424, Road, Jaipur"
199,Lower-Middle,211828,Mr. Kunal Patel,Secondary,Salaried Employee,Mrs. Neha Patel,Primary,Farmer,1,5,0,+918161785186,"27, Street, Lucknow"
200,Lower-Middle,283351,Mr. Raj Malhotra,Graduate,Farmer,Mrs. Simran Malhotra,Higher Secondary,Salaried Employee,1,6,0,+917799762886,"331, Road, Ahmedabad"
201,Middle,441639,Mr. Nikhil Kapoor,Graduate,Farmer,Mrs. Meera Kapoor,Higher Secondary,Daily Wage Worker,2,4,0,+919000322485,"121, Lane, Kolkata"
202,Low,120081,Mr. Ayaan Agarwal,Secondary,Small Business,Mrs. Ira Agarwal,Secondary,Salaried Employee,4,4,0,+917438635690,"199, Lane, Delhi"
203,Middle,504352,Mr. Vivaan Shah,Higher Secondary,Professional,Mrs. Shruti Shah,Secondary,Small Business,1,3,0,+918391545201,"1, Street, Hyderabad"
204,Lower-Middle,185120,Mr. Nikhil Das,Post-Graduate,Salaried Employee,Mrs. Ananya Das,Secondary,Self-Employed,2,5,0,+919192345089,"150, Road, Kanpur"
205,Lower-Middle,262446,Mr. Varun Hussain,Primary,Professional,Mrs. Riya Hussain,Secondary,Daily Wage Worker,2,3,0,+918906433707,"65, Lane, Indore"
206,Low,137597,Mr. Reyansh Mehta,Primary,Self-Employed,Mrs. Zara Mehta,No Formal Education,Self-Employed,2,6,0,+919712484059,"375, Lane, Ahmedabad"
207,Low,85316,Mr. Aditya Rao,Secondary,Retired,Mrs. Aanya Rao,Higher Secondary,Government Employee,4,5,0,+918215861256,"406, Road, Kolkata"
208,Upper-Middle,971143,Mr. Vedant Tiwari,No Formal Education,Government Employee,Mrs. Ananya Tiwari,No Formal Education,Daily Wage Worker,0,5,0,+917877252523,"101, Road, Ghaziabad"
209,Lower-Middle,244045,Mr. Arjun Nair,Primary,Professional,Mrs. Ishita Nair,Graduate,Homemaker,1,6,0,+918932976528,"339, Lane, Pune"
210,Middle,315062,Mr. Vihaan Kapoor,Higher Secondary,Farmer,Mrs. Tara Kapoor,Secondary,Homemaker,3,7,0,+917352790820,"179, Lane, Kolkata"
211,Lower-Middle,187637,Mr. Arnav Banerjee,Graduate,Salaried Employee,Mrs. Kriti Banerjee,Higher Secondary,Homemaker,2,5,0,+918525577867,"342, Road, Delhi"
212,Low,61526,Mr. Manish D'Souza,Secondary,Salaried Employee,Mrs. Zara D'Souza,Secondary,Government Employee,3,6,0,+917628557286,"382, Lane, Jaipur"
213,Lower-Middle,238904,Mr. Shivansh Shah,No Formal Education,Small Business,Mrs. Anvi Shah,Primary,Retired,2,3,0,+919024825029,"453, Street, Ghaziabad"
214,Low,84294,Mr. Kian Shah,Secondary,Self-Employed,Mrs. Neha Shah,Primary,Homemaker,0,4,0,+919700531838,"270, Street, Coimbatore"
215,Middle,427316,Mr. Ayaan Chopra,Graduate,Government Employee,Mrs. Aarohi Chopra,No Formal Education,Homemaker,0,3,0,+917290292187,"83, Road, Vadodara"
216,Lower-Middle,242789,Mr. Amit Patel,Graduate,Daily Wage Worker,Mrs. Navya Patel,Graduate,Homemaker,1,5,0,+919629211719,"366, Street, Bhopal"
217,High,1207601,Mr. Harshit Sharma,Graduate,Professional,Mrs. Ira Sharma,Graduate,Homemaker,1,5,1,+918334134697,"2, Road, Bangalore"
218,Upper-Middle,668354,Mr. Dhruv Chopra,Graduate,Salaried Employee,Mrs. Prisha Chopra,Higher Secondary,Retired,1,6,0,+918135160497,"489, Lane, Vadodara"
219,Lower-Middle,198672,Mr. Manish Iyer,Secondary,Self-Employed,Mrs. Ananya Iyer,Primary,Small Business,1,5,0,+919689125169,"218, Street, Jaipur"
220,Middle,593998,Mr. Prakash Sinha,Secondary,Daily Wage Worker,Mrs. Ishita Sinha,No Formal Education,Government Employee,0,3,0,+917329281302,"127, Road, Hyderabad"
221,Low,140849,Mr. Nikhil Rodrigues,No Formal Education,Farmer,Mrs. Sneha Rodrigues,Higher Secondary,Retired,2,4,0,+917046392192,"456, Lane, Ghaziabad"
222,Upper-Middle,966569,Mr. Varun Choudhury,No Formal Education,Retired,Mrs. Meera Choudhury,Higher Secondary,Homemaker,2,4,0,+917658883418,"410, Lane, Lucknow"
223,Lower-Middle,172766,Mr. Kian Kaur,Primary,Retired,Mrs. Navya Kaur,Primary,Self-Employed,1,4,0,+917483838198,"268, Street, Delhi"
224,Middle,447593,Mr. Pranav Shah,Secondary,Retired,Mrs. Sakshi Shah,Higher Secondary,Professional,0,5,0,+918838057730,"468, Street, Hyderabad"
225,Middle,508629,Mr. Abhinav Nair,No Formal Education,Professional,Mrs. Shruti Nair,Primary,Farmer,2,5,0,+917993436773,"42, Road, Visakhapatnam"
226,Middle,567707,Mr. Aryan Pandey,Graduate,Daily Wage Worker,Mrs. Tanvi Pandey,Post-Graduate,Homemaker,2,7,0,+918837575030,"79, Street, Pune"
227,Middle,486375,Mr. Varun Banerjee,Primary,Farmer,Mrs. Pari Banerjee,Higher Secondary,Salaried Employee,1,6,0,+918196004133,"308, Street, Mumbai"
228,Middle,304660,Mr. Varun Mohammad,Graduate,Daily Wage Worker,Mrs. Swati Mohammad,No Formal Education,Homemaker,1,4,0,+917391235795,"335, Lane, Delhi"
229,Lower-Middle,219723,Mr. Ankit Kumar,Secondary,Professional,Mrs. Priya Kumar,No Formal Education,Homemaker,1,7,0,+917799200990,"153, Road, Indore"
230,Lower-Middle,156337,Mr. Rudra Kumar,Primary,Small Business,Mrs. Sara Kumar,No Formal Education,Salaried Employee,1,5,0,+918581639202,"123, Street, Chennai"
231,Upper-Middle,976925,Mr. Vedant Hussain,Secondary,Self-Employed,Mrs. Ira Hussain,Higher Secondary,Homemaker,3,6,0,+918937912092,"142, Road, Lucknow"
232,Lower-Middle,266076,Mr. Vihaan Fernandes,Higher Secondary,Small Business,Mrs. Neha Fernandes,Primary,Homemaker,4,3,0,+917044518970,"224, Lane, Vadodara"
233,Low,81981,Mr. Kiaan Iyer,Higher Secondary,Government Employee,Mrs. Aditi Iyer,Higher Secondary,Homemaker,3,5,0,+919369255098,"360, Street, Delhi"
234,Lower-Middle,167480,Mr. Ritvik Mukherjee,Secondary,Retired,Mrs. Kriti Mukherjee,Primary,Professional,3,5,1,+918215266914,"71, Lane, Kolkata"
235,Upper-Middle,846338,Mr. Aarav Chopra,Secondary,Salaried Employee,Mrs. Divya Chopra,No Formal Education,Homemaker,1,3,0,+917117226724,"238, Lane, Visakhapatnam"
236,Upper-Middle,984571,Mr. Samar Rao,Secondary,Farmer,Mrs. Aanya Rao,Graduate,Homemaker,2,4,0,+918910866490,"408, Street, Ludhiana"
237,Low,58054,Mr. Samar D'Souza,Primary,Professional,Mrs. Ritika D'Souza,Secondary,Homemaker,3,4,1,+919953407271,"297, Road, Indore"
238,Low,74230,Mr. Kunal Saxena,Primary,Daily Wage Worker,Mrs. Meera Saxena,Secondary,Daily Wage Worker,1,6,0,+917405439450,"138, Lane, Hyderabad"
239,Upper-Middle,631112,Mr. Kiaan Bose,Graduate,Farmer,Mrs. Aarohi Bose,Secondary,Small Business,2,3,0,+919223075007,"178, Lane, Bangalore"
240,Low,105061,Mr. Aditya Ali,Higher Secondary,Government Employee,Mrs. Prisha Ali,Primary,Salaried Employee,0,5,0,+918340647071,"105, Road, Ludhiana"
241,Low,118097,Mr. Karthik Desai,Secondary,Retired,Mrs. Navya Desai,No Formal Education,Self-Employed,2,4,0,+917476918537,"117, Street, Coimbatore"
242,Middle,481789,Mr. Amit Sinha,Secondary,Professional,Mrs. Saanvi Sinha,Higher Secondary,Farmer,3,6,1,+919073160912,"207, Road, Vadodara"
243,Middle,415783,Mr. Siddharth Fernandes,Primary,Farmer,Mrs. Zara Fernandes,Higher Secondary,Self-Employed,1,6,0,+919568114626,"379, Road, Pune"
244,Lower-Middle,214703,Mr. Rahul Kaur,Higher Secondary,Salaried Employee,Mrs. Sara Kaur,Secondary,Homemaker,1,6,0,+918387448918,"470, Lane, Coimbatore"
245,Low,123758,Mr. Karthik Das,Graduate,Retired,Mrs. Aarohi Das,Primary,Homemaker,2,5,0,+918177383376,"45, Lane, Ghaziabad"
246,Low,146665,Mr. Amit Sharma,No Formal Education,Professional,Mrs. Simran Sharma,Primary,Homemaker,2,3,0,+917912005097,"249, Lane, Coimbatore"
247,Upper-Middle,830301,Mr. Aarav Patel,No Formal Education,Professional,Mrs. Divya Patel,Secondary,Homemaker,0,4,0,+919680776549,"288, Lane, Jaipur"
248,Low,94709,Mr. Vedant Ali,Secondary,Retired,Mrs. Saanvi Ali,Primary,Salaried Employee,0,6,0,+918392060842,"450, Lane, Chennai"
249,Lower-Middle,204366,Mr. Yash Verma,Graduate,Small Business,Mrs. Swati Verma,Primary,Government Employee,2,3,0,+918131912779,"183, Road, Delhi"
250,Upper-Middle,636043,Mr. Daksh Banerjee,Secondary,Retired,Mrs. Anika Banerjee,Secondary,Homemaker,1,6,0,+918138286349,"148, Road, Lucknow"
251,Middle,338255,Mr. Harshit D'Souza,No Formal Education,Professional,Mrs. Simran D'Souza,Secondary,Small Business,1,5,0,+918581822267,"31, Lane, Ahmedabad"
252,Middle,388595,Mr. Rohan Bhatia,No Formal Education,Farmer,Mrs. Avni Bhatia,Primary,Homemaker,2,7,0,+917995736056,"103, Road, Kolkata"
253,Upper-Middle,830494,Mr. Harshit Jain,No Formal Education,Farmer,Mrs. Kavya Jain,Higher Secondary,Salaried Employee,0,4,0,+918648537257,"107, Street, Mumbai"
254,Lower-Middle,199394,Mr. Arnav Pillai,Post-Graduate,Salaried Employee,Mrs. Aarohi Pillai,No Formal Education,Homemaker,2,5,0,+917702240386,"298, Lane, Hyderabad"
255,Lower-Middle,277199,Mr. Ritvik Singh,No Formal Education,Daily Wage Worker,Mrs. Zara Singh,Higher Secondary,Homemaker,3,7,0,+917038340493,"436, Lane, Chennai"
256,High,2147676,Mr. Ankit Ahmed,Higher Secondary,Government Employee,Mrs. Swati Ahmed,Secondary,Homemaker,1,6,0,+917634515224,"460, Lane, Indore"
257,Middle,353397,Mr. Atharv Reddy,Primary,Self-Employed,Mrs. Divya Reddy,No Formal Education,Small Business,3,6,0,+918150728122,"498, Lane, Patna"
258,Low,73296,Mr. Shivansh Desai,Graduate,Government Employee,Mrs. Nisha Desai,Graduate,Government Employee,2,4,0,+919910197545,"18, Street, Visakhapatnam"
259,Lower-Middle,275718,Mr. Aadhya Hussain,Secondary,Government Employee,Mrs. Zara Hussain,Secondary,Daily Wage Worker,2,7,0,+918824434315,"383, Road, Ludhiana"
260,Low,86020,Mr. Pranav Singh,Post-Graduate,Salaried Employee,Mrs. Aarohi Singh,Higher Secondary,Farmer,0,5,0,+919325312666,"214, Road, Bangalore"
261,High,1551732,Mr. Prakash D'Souza,Higher Secondary,Self-Employed,Mrs. Aanya D'Souza,Primary,Farmer,4,6,0,+918427433901,"53, Road, Coimbatore"
262,Lower-Middle,205173,Mr. Ishaan Gupta,Graduate,Salaried Employee,Mrs. Tanvi Gupta,No Formal Education,Salaried Employee,2,5,0,+919738590051,"440, Road, Indore"
263,Low,125741,Mr. Varun Gupta,Secondary,Retired,Mrs. Sakshi Gupta,Secondary,Self-Employed,4,4,0,+917764921957,"495, Street, Bangalore"
264,Upper-Middle,726605,Mr. Ankit Khanna,Graduate,Retired,Mrs. Anika Khanna,Primary,Homemaker,1,5,0,+917170552183,"354, Street, Nagpur"
265,Lower-Middle,193067,Mr. Rudra Pandey,Higher Secondary,Self-Employed,Mrs. Kavya Pandey,Higher Secondary,Farmer,0,5,0,+918510982869,"336, Lane, Indore"
266,Low,148777,Mr. Siddharth Chopra,Higher Secondary,Government Employee,Mrs. Anika Chopra,Post-Graduate,Farmer,0,3,0,+918833081021,"293, Street, Indore"
267,Lower-Middle,254064,Mr. Rahul Fernandes,Secondary,Government Employee,Mrs. Zara Fernandes,Secondary,Homemaker,1,4,0,+917491492119,"278, Road, Bhopal"
268,Low,58287,Mr. Vihaan Mehta,Secondary,Retired,Mrs. Priya Mehta,Secondary,Retired,1,5,0,+918537081625,"120, Road, Ludhiana"
269,Lower-Middle,275505,Mr. Vedant Pillai,No Formal Education,Daily Wage Worker,Mrs. Sara Pillai,Primary,Small Business,2,6,0,+917287183826,"45, Road, Kanpur"
270,Middle,308807,Mr. Reyansh Ahmed,Secondary,Salaried Employee,Mrs. Kiara Ahmed,No Formal Education,Homemaker,1,5,1,+917908798121,"145, Street, Chennai"
271,Middle,381826,Mr. Rudra Agarwal,Primary,Government Employee,Mrs. Priya Agarwal,No Formal Education,Homemaker,3,5,0,+918071501367,"286, Street, Mumbai"
272,Low,124736,Mr. Aditya Mukherjee,Primary,Retired,Mrs. Saanvi Mukherjee,Secondary,Homemaker,3,7,0,+917057630512,"340, Lane, Ahmedabad"
273,Upper-Middle,741056,Mr. Naksh Sharma,No Formal Education,Government Employee,Mrs. Navya Sharma,Primary,Salaried Employee,2,7,0,+919683667681,"65, Lane, Ludhiana"
274,Middle,580951,Mr. Raj Bose,Higher Secondary,Professional,Mrs. Kriti Bose,Post-Graduate,Small Business,2,5,0,+917874139975,"407, Street, Delhi"
275,Low,129352,Mr. Vihaan Khan,Higher Secondary,Professional,Mrs. Zara Khan,Higher Secondary,Small Business,3,4,0,+917737264488,"460, Street, Kolkata"
276,Lower-Middle,213305,Mr. Shaurya Saxena,Graduate,Small Business,Mrs. Meera Saxena,Graduate,Government Employee,1,6,0,+918551447665,"480, Road, Lucknow"
277,Low,72976,Mr. Harshit Desai,Secondary,Salaried Employee,Mrs. Ananya Desai,Primary,Homemaker,0,7,0,+919253708930,"487, Road, Patna"
278,Lower-Middle,246460,Mr. Karthik Mukherjee,Secondary,Professional,Mrs. Anjali Mukherjee,Higher Secondary,Salaried Employee,2,4,0,+917371440969,"215, Street, Delhi"
279,Middle,343634,Mr. Naksh Joshi,No Formal Education,Government Employee,Mrs. Ishita Joshi,Primary,Self-Employed,2,6,0,+919572880260,"257, Lane, Kolkata"
280,Middle,331040,Mr. Daksh Kaur,Secondary,Salaried Employee,Mrs. Shruti Kaur,No Formal Education,Self-Employed,0,5,0,+917337203945,"79, Street, Jaipur"
281,Low,85597,Mr. Arjun Sethi,Higher Secondary,Professional,Mrs. Divya Sethi,Higher Secondary,Homemaker,1,4,0,+918938242761,"245, Street, Coimbatore"
282,Middle,518844,Mr. Kunal Khanna,Graduate,Salaried Employee,Mrs. Prisha Khanna,Secondary,Salaried Employee,3,5,0,+917761570606,"412, Lane, Ludhiana"
283,Low,50754,Mr. Reyansh Chatterjee,Secondary,Government Employee,Mrs. Kiara Chatterjee,Primary,Daily Wage Worker,1,5,0,+919417413115,"324, Lane, Kolkata"
284,Low,124770,Mr. Aadhya Iyer,Secondary,Daily Wage Worker,Mrs. Anvi Iyer,Higher Secondary,Salaried Employee,3,4,0,+919806964957,"431, Road, Lucknow"
285,Low,125502,Mr. Yash Saxena,Graduate,Farmer,Mrs. Shanaya Saxena,Secondary,Self-Employed,3,3,0,+918447815047,"1, Street, Kolkata"
286,Lower-Middle,296732,Mr. Dhruv Verma,Secondary,Farmer,Mrs. Sakshi Verma,Secondary,Homemaker,1,7,0,+919196407609,"112, Lane, Bangalore"
287,Lower-Middle,269502,Mr. Aarav Shah,No Formal Education,Self-Employed,Mrs. Anjali Shah,Secondary,Self-Employed,1,4,0,+917709681404,"85, Street, Pune"
288,Lower-Middle,272219,Mr. Amit Fernandes,Primary,Government Employee,Mrs. Diya Fernandes,Graduate,Small Business,2,5,0,+918301958655,"459, Street, Patna"
289,Middle,312168,Mr. Aarav Fernandes,Secondary,Daily Wage Worker,Mrs. Saanvi Fernandes,No Formal Education,Homemaker,1,4,0,+919360845020,"41, Road, Jaipur"
290,Low,129722,Mr. Shivansh Pillai,Secondary,Professional,Mrs. Prisha Pillai,Secondary,Salaried Employee,3,7,0,+918284654143,"488, Street, Bhopal"
291,Lower-Middle,152122,Mr. Ayaan Hussain,Secondary,Self-Employed,Mrs. Diya Hussain,Secondary,Government Employee,2,3,1,+917491414979,"483, Road, Chennai"
292,Lower-Middle,213175,Mr. Aditya Mehta,Higher Secondary,Retired,Mrs. Simran Mehta,Secondary,Homemaker,1,6,0,+919377704905,"122, Lane, Pune"
293,High,2974383,Mr. Abhinav Verma,Graduate,Small Business,Mrs. Sakshi Verma,Secondary,Professional,2,7,0,+918301320923,"287, Road, Kanpur"
294,Lower-Middle,206644,Mr. Shivansh Kaur,Graduate,Small Business,Mrs. Ishita Kaur,Primary,Daily Wage Worker,4,7,0,+918825245520,"13, Street, Patna"
295,Lower-Middle,277170,Mr. Kabir Bhatia,Secondary,Professional,Mrs. Anvi Bhatia,Secondary,Homemaker,2,7,0,+918053086728,"20, Road, Bhopal"
296,Low,83135,Mr. Rahul Hussain,No Formal Education,Small Business,Mrs. Aarohi Hussain,No Formal Education,Homemaker,2,5,0,+917557982555,"225, Lane, Indore"
297,Middle,492933,Mr. Siddharth Hussain,Primary,Retired,Mrs. Prisha Hussain,Primary,Salaried Employee,0,3,0,+917935427629,"435, Lane, Jaipur"
298,Upper-Middle,622743,Mr. Sai Reddy,Primary,Professional,Mrs. Neha Reddy,Secondary,Salaried Employee,2,4,0,+917867708355,"271, Road, Patna"
299,Low,55205,Mr. Harshit Mohammad,Graduate,Professional,Mrs. Aditi Mohammad,No Formal Education,Homemaker,4,5,0,+918835935201,"11, Road, Chennai"
300,Upper-Middle,859084,Mr. Ayaan Kumar,Graduate,Daily Wage Worker,Mrs. Navya Kumar,No Formal Education,Salaried Employee,1,3,0,+919990531141,"51, Lane, Nagpur"
301,Middle,547716,Mr. Atharv Rodrigues,Secondary,Self-Employed,Mrs. Ananya Rodrigues,No Formal Education,Government Employee,1,4,0,+918835368836,"108, Lane, Ahmedabad"
302,Upper-Middle,910564,Mr. Amit D'Souza,Higher Secondary,Self-Employed,Mrs. Aadhya D'Souza,Post-Graduate,Self-Employed,1,5,0,+918337997726,"189, Lane, Visakhapatnam"
303,Upper-Middle,991478,Mr. Aditya Sethi,Higher Secondary,Small Business,Mrs. Shanaya Sethi,No Formal Education,Government Employee,0,6,0,+919947155227,"112, Lane, Kanpur"
304,High,1738137,Mr. Dhruv Ghosh,Primary,Salaried Employee,Mrs. Sneha Ghosh,Primary,Homemaker,2,5,0,+918245270610,"193, Street, Ghaziabad"
305,Low,118877,Mr. Naksh Sinha,Higher Secondary,Farmer,Mrs. Ira Sinha,Secondary,Homemaker,0,7,0,+917689015479,"130, Street, Vadodara"
306,Middle,404830,Mr. Siddharth Rao,Secondary,Professional,Mrs. Anvi Rao,Secondary,Government Employee,4,6,1,+918224026585,"151, Street, Chennai"
307,Low,145208,Mr. Vedant Nair,Secondary,Farmer,Mrs. Ira Nair,Secondary,Homemaker,1,4,0,+918178745834,"479, Road, Nagpur"
308,Low,125129,Mr. Rahul Agarwal,Higher Secondary,Salaried Employee,Mrs. Sara Agarwal,Primary,Self-Employed,0,5,0,+918757316776,"313, Street, Nagpur"
309,Upper-Middle,976021,Mr. Dhruv Kumar,Graduate,Farmer,Mrs. Riya Kumar,Higher Secondary,Homemaker,0,4,0,+919112390543,"284, Road, Lucknow"
310,Middle,436121,Mr. Yash Kumar,No Formal Education,Self-Employed,Mrs. Anvi Kumar,Primary,Homemaker,4,7,0,+919242083443,"241, Lane, Lucknow"
311,Low,70064,Mr. Shaurya Mukherjee,Primary,Retired,Mrs. Priya Mukherjee,Primary,Government Employee,0,7,1,+918978955332,"90, Street, Kanpur"
312,Lower-Middle,193813,Mr. Dhruv Singh,Higher Secondary,Self-Employed,Mrs. Swati Singh,Higher Secondary,Homemaker,2,7,0,+919498115250,"307, Road, Visakhapatnam"
313,Upper-Middle,694997,Mr. Manish Mehta,Higher Secondary,Salaried Employee,Mrs. Priya Mehta,Higher Secondary,Homemaker,1,5,0,+918648898357,"6, Road, Bangalore"
314,Middle,585566,Mr. Aditya Das,Primary,Self-Employed,Mrs. Priya Das,Graduate,Professional,0,3,0,+918738291678,"192, Street, Lucknow"
315,Lower-Middle,228392,Mr. Siddharth Kumar,No Formal Education,Self-Employed,Mrs. Ishita Kumar,No Formal Education,Homemaker,2,3,0,+918341116867,"267, Street, Coimbatore"
316,Upper-Middle,729062,Mr. Krishna Mishra,Graduate,Government Employee,Mrs. Myra Mishra,Higher Secondary,Small Business,1,3,0,+918510893222,"466, Road, Chennai"
317,Middle,423600,Mr. Arnav Bose,Graduate,Self-Employed,Mrs. Anika Bose,Higher Secondary,Homemaker,1,7,0,+917303675864,"35, Road, Jaipur"
318,Lower-Middle,179858,Mr. Aditya Mohammad,No Formal Education,Farmer,Mrs. Zara Mohammad,Secondary,Homemaker,1,4,0,+917331079341,"333, Lane, Delhi"
319,Lower-Middle,286581,Mr. Shivansh Choudhury,Higher Secondary,Self-Employed,Mrs. Myra Choudhury,Primary,Self-Employed,1,4,0,+917774842041,"435, Street, Kolkata"
320,Low,114943,Mr. Arnav Reddy,No Formal Education,Daily Wage Worker,Mrs. Aarohi Reddy,Higher Secondary,Government Employee,0,6,0,+917772415900,"291, Road, Lucknow"
